id,path,filename,extension,size
576,ROM/0288/Moero!! Pro Yakyuu (J) (PRG1) [!].nes,Moero!! Pro Yakyuu (J) (PRG1) [!].nes,nes,196624
577,ROM/0288/Moero!! Pro Yakyuu (J) (PRG2) [!].nes,Moero!! Pro Yakyuu (J) (PRG2) [!].nes,nes,196624
578,ROM/0288/Moero!! Pro Yakyuu (J) (PRG3) [!].nes,Moero!! Pro Yakyuu (J) (PRG3) [!].nes,nes,196624
579,ROM/0289/Tokoro-san no Mamoru mo Semeru mo (J) [!].nes,Tokoro-san no Mamoru mo Semeru mo (J) [!].nes,nes,65552
580,ROM/0290/Hokkaidou Rensa Satsujin - Ohotsuku ni Kiyu (J) [!].nes,Hokkaidou Rensa Satsujin - Ohotsuku ni Kiyu (J) [!].nes,nes,262160
581,ROM/0291/Mirai Shinwa Jarvas (J) [!].nes,Mirai Shinwa Jarvas (J) [!].nes,nes,262160
582,ROM/0292/Jikai Shounen Met Mag (J).fds,Jikai Shounen Met Mag (J).fds,fds,131016
583,ROM/0293/Zombie Hunter (J) [!].nes,Zombie Hunter (J) [!].nes,nes,163856
584,ROM/0294/Getsufuu Maden (J) [!].nes,Getsufuu Maden (J) [!].nes,nes,262160
585,ROM/0295/Yume Koujou Doki Doki Panic (J).fds,Yume Koujou Doki Doki Panic (J).fds,fds,131016
586,ROM/0296/Booby Kids (J) [!].nes,Booby Kids (J) [!].nes,nes,131088
587,ROM/0297/Hector 87 (J) [!].nes,Hector 87 (J) [!].nes,nes,131088
588,ROM/0297/Starship Hector (U) [!].nes,Starship Hector (U) [!].nes,nes,131088
589,ROM/0298/Dragon Slayer IV (J) [!].nes,Dragon Slayer IV (J) [!].nes,nes,196624
590,ROM/0298/Legacy of the Wizard (U) [!].nes,Legacy of the Wizard (U) [!].nes,nes,196624
591,ROM/0298/Legacy of the Wizard (UE) (NMA).nes,Legacy of the Wizard (UE) (NMA).nes,nes,196624
592,ROM/0299/Jongbou (J) [!].nes,Jongbou (J) [!].nes,nes,131088
593,ROM/0300/Fantasy Zone (J) [!].nes,Fantasy Zone (J) [!].nes,nes,131088
594,ROM/0300/Fantasy Zone (U) [!].nes,Fantasy Zone (U) [!].nes,nes,131088
595,ROM/0301/Batsu & Terry (J) [!].nes,Batsu & Terry (J) [!].nes,nes,131088
596,ROM/0302/Double Dribble (E) [!].nes,Double Dribble (E) [!].nes,nes,131088
597,ROM/0302/Double Dribble (U) (PRG0) [!].nes,Double Dribble (U) (PRG0) [!].nes,nes,131088
598,ROM/0302/Double Dribble (U) (PRG1) [!].nes,Double Dribble (U) (PRG1) [!].nes,nes,131088
599,ROM/0302/Exciting Basket (J).fds,Exciting Basket (J).fds,fds,131016
600,ROM/0303/Titanic Mystery - Ao no Senritsu (J).fds,Titanic Mystery - Ao no Senritsu (J).fds,fds,131016
601,ROM/0304/Cleopatra no Mahou (J).fds,Cleopatra no Mahou (J).fds,fds,131016
602,ROM/0305/Chester Field (J) [!].nes,Chester Field (J) [!].nes,nes,131088
603,ROM/0306/Karaoke Studio (J).nes,Karaoke Studio (J).nes,nes,131088
604,ROM/0307/Monty no Doki Doki Daidassou (J).fds,Monty no Doki Doki Daidassou (J).fds,fds,131016
605,ROM/0308/Family Trainer 5 - Meiro Daisakusen (J) [!].nes,Family Trainer 5 - Meiro Daisakusen (J) [!].nes,nes,262160
606,ROM/0309/Mahjong Kazoku (J).fds,Mahjong Kazoku (J).fds,fds,131016
607,ROM/0310/Highway Star (J) [!].nes,Highway Star (J) [!].nes,nes,131088
608,ROM/0310/Rad Racer (E) [!].nes,Rad Racer (E) [!].nes,nes,131088
609,ROM/0310/Rad Racer (U) [!].nes,Rad Racer (U) [!].nes,nes,131088
610,ROM/0311/Miracle Ropit's Adventure in 2100 (J) [!].nes,Miracle Ropit's Adventure in 2100 (J) [!].nes,nes,131088
611,ROM/0312/Bomber King (J) [!].nes,Bomber King (J) [!].nes,nes,131088
612,ROM/0312/Robo Warrior (E).nes,Robo Warrior (E).nes,nes,131088
613,ROM/0312/Robo Warrior (U) [!].nes,Robo Warrior (U) [!].nes,nes,131088
614,ROM/0313/Elnark no Zaihou (J) [!].nes,Elnark no Zaihou (J) [!].nes,nes,131088
615,ROM/0314/Les Chevaliers du Zodiaque - La Legende d'Or (F) [!].nes,Les Chevaliers du Zodiaque - La Legende d'Or (F) [!].nes,nes,262160
616,ROM/0314/Saint Seiya - Ougon Densetsu (J) [!].nes,Saint Seiya - Ougon Densetsu (J) [!].nes,nes,262160
617,ROM/0315/Arumana no Kiseki (J).fds,Arumana no Kiseki (J).fds,fds,131016
618,ROM/0316/Family Mahjong (J) (PRG0) [!].nes,Family Mahjong (J) (PRG0) [!].nes,nes,196624
619,ROM/0316/Family Mahjong (J) (PRG1) [!].nes,Family Mahjong (J) (PRG1) [!].nes,nes,196624
620,ROM/0317/Majou Densetsu II (J) [!].nes,Majou Densetsu II (J) [!].nes,nes,131088
621,ROM/0318/Mito Koumon (J) [!].nes,Mito Koumon (J) [!].nes,nes,262160
622,ROM/0319/Igo - Kyuuroban Taikyoku (J) [!].nes,Igo - Kyuuroban Taikyoku (J) [!].nes,nes,49168
623,ROM/0319/Igo - Kyuuroban Taikyoku (J).fds,Igo - Kyuuroban Taikyoku (J).fds,fds,131016
624,ROM/0320/Air Fortress (E) [!].nes,Air Fortress (E) [!].nes,nes,163856
625,ROM/0320/Air Fortress (J) [!].nes,Air Fortress (J) [!].nes,nes,262160
626,ROM/0320/Air Fortress (U) [!].nes,Air Fortress (U) [!].nes,nes,163856
627,ROM/0321/Valis (J) [!].nes,Valis (J) [!].nes,nes,131088
628,ROM/0322/Super Lode Runner II (J).fds,Super Lode Runner II (J).fds,fds,131016
629,ROM/0323/Castlevania II (E) [!].nes,Castlevania II (E) [!].nes,nes,262160
630,ROM/0323/Castlevania II (U) [!].nes,Castlevania II (U) [!].nes,nes,262160
631,ROM/0323/Dracula II (J).fds,Dracula II (J).fds,fds,131016
632,ROM/0324/Transformers - The Headmasters (J).fds,Transformers - The Headmasters (J).fds,fds,131016
633,ROM/0325/Kiki Kaikai - Dotou Hen (J) (PRG0).fds,Kiki Kaikai - Dotou Hen (J) (PRG0).fds,fds,131016
634,ROM/0325/Kiki Kaikai - Dotou Hen (J) (PRG1).fds,Kiki Kaikai - Dotou Hen (J) (PRG1).fds,fds,131016
635,ROM/0326/Photon (J) [!].nes,Photon (J) [!].nes,nes,131088
636,ROM/0327/Family Trainer 6 - Manhattan Police (J).nes,Family Trainer 6 - Manhattan Police (J).nes,nes,262160
637,ROM/0327/Street Cop (U) [!].nes,Street Cop (U) [!].nes,nes,262160
638,ROM/0328/Arabian Dream Scheherazade (J) [!].nes,Arabian Dream Scheherazade (J) [!].nes,nes,262160
639,ROM/0328/The Magic of Scheherazade (U) [!].nes,The Magic of Scheherazade (U) [!].nes,nes,262160
640,ROM/0329/Famicom Mukashi Banashi - Shin Onigashima (J).fds,Famicom Mukashi Banashi - Shin Onigashima (J).fds,fds,262016
641,ROM/0330/Zoids (J) (PRG0) [!].nes,Zoids (J) (PRG0) [!].nes,nes,131088
642,ROM/0330/Zoids (J) (PRG1) [!].nes,Zoids (J) (PRG1) [!].nes,nes,131088
643,ROM/0331/Megami Tensei (J) [!].nes,Megami Tensei (J) [!].nes,nes,262160
644,ROM/0332/SWAT (J) [!].nes,SWAT (J) [!].nes,nes,131088
645,ROM/0333/Tsuppari Oozumou (J) [!].nes,Tsuppari Oozumou (J) [!].nes,nes,65552
646,ROM/0334/Spelunker II (J) [!].nes,Spelunker II (J) [!].nes,nes,131088
647,ROM/0335/Bashi Bazook (U) (Proto) [!].nes,Bashi Bazook (U) (Proto) [!].nes,nes,262160
648,ROM/0335/Bio Senshi Dan (J) [!].nes,Bio Senshi Dan (J) [!].nes,nes,262160
649,ROM/0336/Defender II (U) [!].nes,Defender II (U) [!].nes,nes,24592
650,ROM/0336/Star Gate (J) [!].nes,Star Gate (J) [!].nes,nes,24592
651,ROM/0337/Ide Yousuke Meijin no Jissen Mahjong (J) (PRG0).nes,Ide Yousuke Meijin no Jissen Mahjong (J) (PRG0).nes,nes,131088
652,ROM/0337/Ide Yousuke Meijin no Jissen Mahjong (J) (PRG1) [!].nes,Ide Yousuke Meijin no Jissen Mahjong (J) (PRG1) [!].nes,nes,131088
653,ROM/0338/Life Force (E) [!].nes,Life Force (E) [!].nes,nes,131088
654,ROM/0338/Life Force (U) [!].nes,Life Force (U) [!].nes,nes,131088
655,ROM/0338/Salamander (J) [!].nes,Salamander (J) [!].nes,nes,131088
656,ROM/0339/Kyonshiizu 2 (J).nes,Kyonshiizu 2 (J).nes,nes,262160
657,ROM/0340/Famicom Mukashi Banashi - Shin Onigashima (J).fds,Famicom Mukashi Banashi - Shin Onigashima (J).fds,fds,262016
658,ROM/0341/Millipede (J).nes,Millipede (J).nes,nes,24592
659,ROM/0341/Millipede (U) [!].nes,Millipede (U) [!].nes,nes,24592
660,ROM/0342/Pulsar no Hikari - Space Wars Simulation (J).fds,Pulsar no Hikari - Space Wars Simulation (J).fds,fds,131016
661,ROM/0343/Kalin no Tsurugi (J) [!].fds,Kalin no Tsurugi (J) [!].fds,fds,131016
662,ROM/0344/Kaiketsu Yanchamaru (J) [!].nes,Kaiketsu Yanchamaru (J) [!].nes,nes,262160
663,ROM/0344/Kid Niki - Radical Ninja (U) (PRG0) [!].nes,Kid Niki - Radical Ninja (U) (PRG0) [!].nes,nes,262160
664,ROM/0344/Kid Niki - Radical Ninja (U) (PRG1) [!].nes,Kid Niki - Radical Ninja (U) (PRG1) [!].nes,nes,262160
665,ROM/0345/Ultima - Exodus (J) [!].nes,Ultima - Exodus (J) [!].nes,nes,262160
666,ROM/0345/Ultima - Exodus (U) [!].nes,Ultima - Exodus (U) [!].nes,nes,262160
667,ROM/0346/Esper Boukentai (J) [!].nes,Esper Boukentai (J) [!].nes,nes,262160
668,ROM/0347/Indora no Hikari (J) [!].nes,Indora no Hikari (J) [!].nes,nes,131088
669,ROM/0348/Falsion (J).fds,Falsion (J).fds,fds,131016
670,ROM/0349/Youkai Yashiki (J).fds,Youkai Yashiki (J).fds,fds,131016
671,ROM/0350/Minelvaton Saga (J) [!].nes,Minelvaton Saga (J) [!].nes,nes,262160
672,ROM/0351/Haja no Fuuin (J) [!].nes,Haja no Fuuin (J) [!].nes,nes,262160
673,ROM/0352/Momotarou Densetsu (J) [!].nes,Momotarou Densetsu (J) [!].nes,nes,262160
674,ROM/0353/Hoshi o Miru Hito (J) [!].nes,Hoshi o Miru Hito (J) [!].nes,nes,131088
675,ROM/0354/Karaoke Studio Senyou Cassette Vol.1 (J).nes,Karaoke Studio Senyou Cassette Vol.1 (J).nes,nes,262160
676,ROM/0355/Family Composer (J).fds,Family Composer (J).fds,fds,131016
677,ROM/0356/Bubble Bobble (E) [!].nes,Bubble Bobble (E) [!].nes,nes,163856
678,ROM/0356/Bubble Bobble (J).fds,Bubble Bobble (J).fds,fds,131016
679,ROM/0356/Bubble Bobble (U) [!].nes,Bubble Bobble (U) [!].nes,nes,163856
680,ROM/0357/Famicom Grand Prix (J).fds,Famicom Grand Prix (J).fds,fds,131016
681,ROM/0358/Side Pocket (E).nes,Side Pocket (E).nes,nes,131088
682,ROM/0358/Side Pocket (J) [!].nes,Side Pocket (J) [!].nes,nes,163856
683,ROM/0358/Side Pocket (U) [!].nes,Side Pocket (U) [!].nes,nes,131088
684,ROM/0359/Joust (J).nes,Joust (J).nes,nes,24592
685,ROM/0359/Joust (U) [!].nes,Joust (U) [!].nes,nes,32784
686,ROM/0360/Romancia (J) (PRG0) [!].nes,Romancia (J) (PRG0) [!].nes,nes,131088
687,ROM/0360/Romancia (J) (PRG1).nes,Romancia (J) (PRG1).nes,nes,131088
688,ROM/0361/Lupin Sansei (J) [!].nes,Lupin Sansei (J) [!].nes,nes,196624
689,ROM/0362/Uchuusen - Cosmo Carrier (J) [!].nes,Uchuusen - Cosmo Carrier (J) [!].nes,nes,262160
690,ROM/0363/Tanigawa Kouji no Shougi Shinan II (J) [!].nes,Tanigawa Kouji no Shougi Shinan II (J) [!].nes,nes,131088
691,ROM/0364/Artelius (J) [!].nes,Artelius (J) [!].nes,nes,163856
692,ROM/0365/Faxanadu (E) [!].nes,Faxanadu (E) [!].nes,nes,262160
693,ROM/0365/Faxanadu (J) [!].nes,Faxanadu (J) [!].nes,nes,262160
694,ROM/0365/Faxanadu (U) (PRG0) [!].nes,Faxanadu (U) (PRG0) [!].nes,nes,262160
695,ROM/0365/Faxanadu (U) (PRG1) [!].nes,Faxanadu (U) (PRG1) [!].nes,nes,262160
696,ROM/0366/SD Gundam World - Gachapon Senshi - Scramble Wars (J) (PRG0).fds,SD Gundam World - Gachapon Senshi - Scramble Wars (J) (PRG0).fds,fds,131016
697,ROM/0366/SD Gundam World - Gachapon Senshi - Scramble Wars (J) (PRG1).fds,SD Gundam World - Gachapon Senshi - Scramble Wars (J) (PRG1).fds,fds,131016
698,ROM/0367/Kick Challenger - Air Foot (J).fds,Kick Challenger - Air Foot (J).fds,fds,131016
699,ROM/0368/Mike Tyson's Punch-Out!! (E) (PRG0) [!].nes,Mike Tyson's Punch-Out!! (E) (PRG0) [!].nes,nes,262160
700,ROM/0368/Mike Tyson's Punch-Out!! (E) (PRG1) [!].nes,Mike Tyson's Punch-Out!! (E) (PRG1) [!].nes,nes,262160
701,ROM/0368/Mike Tyson's Punch-Out!! (JU) (PRG0) [!].nes,Mike Tyson's Punch-Out!! (JU) (PRG0) [!].nes,nes,262160
702,ROM/0368/Mike Tyson's Punch-Out!! (JU) (PRG1) [!].nes,Mike Tyson's Punch-Out!! (JU) (PRG1) [!].nes,nes,262160
703,ROM/0369/Family Trainer 7 - Daiundoukai (J) [!].nes,Family Trainer 7 - Daiundoukai (J) [!].nes,nes,65552
704,ROM/0369/Super Team Games (U) [!].nes,Super Team Games (U) [!].nes,nes,65552
705,ROM/0370/Jikuu Yuuden - Debias (J) [!].nes,Jikuu Yuuden - Debias (J) [!].nes,nes,196624
706,ROM/0371/Nakayama Miho no Tokimeki High School (J).fds,Nakayama Miho no Tokimeki High School (J).fds,fds,131016
707,ROM/0372/Santa Claus no Takarabako (J).fds,Santa Claus no Takarabako (J).fds,fds,131016
708,ROM/0373/Star Wars (J) (Namco) [!].nes,Star Wars (J) (Namco) [!].nes,nes,262160
709,ROM/0374/Outlanders (J).nes,Outlanders (J).nes,nes,131088
710,ROM/0375/Dragon Scroll (J) [!].nes,Dragon Scroll (J) [!].nes,nes,262160
711,ROM/0376/Rambo (J) [!].nes,Rambo (J) [!].nes,nes,131088
712,ROM/0376/Rambo (U) (PRG0) [!].nes,Rambo (U) (PRG0) [!].nes,nes,131088
713,ROM/0376/Rambo (U) (PRG1) [!].nes,Rambo (U) (PRG1) [!].nes,nes,131088
714,ROM/0377/Shanghai (J) [!].nes,Shanghai (J) [!].nes,nes,131088
715,ROM/0378/Doremikko (J).fds,Doremikko (J).fds,fds,131016
716,ROM/0379/JJ - Tobidase Daisakusen Part II (J) [!].nes,JJ - Tobidase Daisakusen Part II (J) [!].nes,nes,131088
717,ROM/0380/Exciting Baseball (J).fds,Exciting Baseball (J).fds,fds,131016
718,ROM/0381/Topple Zip (J).fds,Topple Zip (J).fds,fds,131016
719,ROM/0382/Golf Club - Birdie Rush (J) [!].nes,Golf Club - Birdie Rush (J) [!].nes,nes,262160
720,ROM/0383/Family Tennis (J) [!].nes,Family Tennis (J) [!].nes,nes,131088
721,ROM/0384/Top Gun (E) [!].nes,Top Gun (E) [!].nes,nes,131088
722,ROM/0384/Top Gun (J) [!].nes,Top Gun (J) [!].nes,nes,131088
723,ROM/0384/Top Gun (U) (PRG0) [!].nes,Top Gun (U) (PRG0) [!].nes,nes,131088
724,ROM/0384/Top Gun (U) (PRG1) [!].nes,Top Gun (U) (PRG1) [!].nes,nes,131088
725,ROM/0385/Yamamura Misa Suspense - Kyouto Ryuu no Tera Satsujin Jiken (J) [!].nes,Yamamura Misa Suspense - Kyouto Ryuu no Tera Satsujin Jiken (J) [!].nes,nes,262160
726,ROM/0386/Gokuraku Yuugi (J).fds,Gokuraku Yuugi (J).fds,fds,131016
727,ROM/0387/Tetsudou Ou (J) [!].nes,Tetsudou Ou (J) [!].nes,nes,65552
728,ROM/0388/Ginga no Sannin (J) [!].nes,Ginga no Sannin (J) [!].nes,nes,131088
729,ROM/0389/Exciting Boxing (J).nes,Exciting Boxing (J).nes,nes,262160
730,ROM/0390/Megaman (E) [!].nes,Megaman (E) [!].nes,nes,131088
731,ROM/0390/Megaman (U) [!].nes,Megaman (U) [!].nes,nes,131088
732,ROM/0390/Megaman (W) (MMLC).nes,Megaman (W) (MMLC).nes,nes,131088
733,ROM/0390/Rockman (J) [!].nes,Rockman (J) [!].nes,nes,131088
734,ROM/0391/Nazoler Land Zoukan Gou (J).fds,Nazoler Land Zoukan Gou (J).fds,fds,131016
735,ROM/0392/Ultraman 2 - Shutsugeki Katokutai (J) [!].fds,Ultraman 2 - Shutsugeki Katokutai (J) [!].fds,fds,131016
736,ROM/0393/Karnov (J) (PRG0).nes,Karnov (J) (PRG0).nes,nes,196624
737,ROM/0393/Karnov (J) (PRG1).nes,Karnov (J) (PRG1).nes,nes,196624
738,ROM/0393/Karnov (U) [!].nes,Karnov (U) [!].nes,nes,196624
739,ROM/0394/Stick Hunter (J) [!].nes,Stick Hunter (J) [!].nes,nes,131088
740,ROM/0395/Taito Grand Prix (J) [!].nes,Taito Grand Prix (J) [!].nes,nes,262160
741,ROM/0396/Mezase Pachi Pro - Pachio-kun (J) [!].nes,Mezase Pachi Pro - Pachio-kun (J) [!].nes,nes,131088
742,ROM/0397/Final Fantasy (J) (PRG0) [!].nes,Final Fantasy (J) (PRG0) [!].nes,nes,262160
743,ROM/0397/Final Fantasy (J) (PRG1) [!].nes,Final Fantasy (J) (PRG1) [!].nes,nes,262160
744,ROM/0397/Final Fantasy (U) [!].nes,Final Fantasy (U) [!].nes,nes,262160
745,ROM/0398/Pro Yakyuu - Family Stadium '87 (J) [!].nes,Pro Yakyuu - Family Stadium '87 (J) [!].nes,nes,98320
746,ROM/0399/Metal Gear (E) [!].nes,Metal Gear (E) [!].nes,nes,131088
747,ROM/0399/Metal Gear (J) (Collection).nes,Metal Gear (J) (Collection).nes,nes,131088
748,ROM/0399/Metal Gear (J) [!].nes,Metal Gear (J) [!].nes,nes,131088
749,ROM/0399/Metal Gear (U) (Collection).nes,Metal Gear (U) (Collection).nes,nes,131088
750,ROM/0399/Metal Gear (U) [!].nes,Metal Gear (U) [!].nes,nes,131088
751,ROM/0400/Gegege no Kitarou 2 (J) [!].nes,Gegege no Kitarou 2 (J) [!].nes,nes,262160
752,ROM/0401/Wizardry - Proving Grounds of the Mad Overlord (J) [!].nes,Wizardry - Proving Grounds of the Mad Overlord (J) [!].nes,nes,262160
753,ROM/0401/Wizardry - Proving Grounds of the Mad Overlord (U) [!].nes,Wizardry - Proving Grounds of the Mad Overlord (U) [!].nes,nes,262160
754,ROM/0402/Magnum Kikiippatsu (J).nes,Magnum Kikiippatsu (J).nes,nes,131088
755,ROM/0403/Attack Animal Gakuen (J) [!].nes,Attack Animal Gakuen (J) [!].nes,nes,131088
756,ROM/0404/Superman (J) [!].nes,Superman (J) [!].nes,nes,262160
757,ROM/0404/Superman (U) [!].nes,Superman (U) [!].nes,nes,262160
758,ROM/0405/Family Trainer 8 - Totsugeki Fuuun Takeshi-jou (J) [!].nes,Family Trainer 8 - Totsugeki Fuuun Takeshi-jou (J) [!].nes,nes,65552
759,ROM/0406/Family Circuit (J) [!].nes,Family Circuit (J) [!].nes,nes,163856
760,ROM/0407/Satsui no Kaisou (J) [!].nes,Satsui no Kaisou (J) [!].nes,nes,262160
761,ROM/0408/Wai Wai World (J) [!].nes,Wai Wai World (J) [!].nes,nes,262160
762,ROM/0409/SD Gundam World - Gachapon Senshi - Scramble Wars (J) (PRG0).fds,SD Gundam World - Gachapon Senshi - Scramble Wars (J) (PRG0).fds,fds,131016
763,ROM/0409/SD Gundam World - Gachapon Senshi - Scramble Wars (J) (PRG1).fds,SD Gundam World - Gachapon Senshi - Scramble Wars (J) (PRG1).fds,fds,131016
764,ROM/0410/Ice Hockey (E) [!].nes,Ice Hockey (E) [!].nes,nes,40976
765,ROM/0410/Ice Hockey (J).fds,Ice Hockey (J).fds,fds,65516
766,ROM/0410/Ice Hockey (U) [!].nes,Ice Hockey (U) [!].nes,nes,40976
767,ROM/0411/Sukeban Deka III (J) [!].nes,Sukeban Deka III (J) [!].nes,nes,131088
768,ROM/0412/Ripple Island (J) [!].nes,Ripple Island (J) [!].nes,nes,131088
769,ROM/0413/Gun.Smoke (E) [!].nes,Gun.Smoke (E) [!].nes,nes,131088
770,ROM/0413/Gun.Smoke (J).fds,Gun.Smoke (J).fds,fds,131016
771,ROM/0413/Gun.Smoke (U) [!].nes,Gun.Smoke (U) [!].nes,nes,131088
772,ROM/0414/Donald Land (J) [!].nes,Donald Land (J) [!].nes,nes,262160
773,ROM/0415/Fire Bam (J).fds,Fire Bam (J).fds,fds,131016
774,ROM/0416/Paris-Dakar Rally Special! (J).nes,Paris-Dakar Rally Special! (J).nes,nes,163856
775,ROM/0417/Hole in One Professional (J) [!].nes,Hole in One Professional (J) [!].nes,nes,163856
776,ROM/0418/Kamen Rider Club (J) [!].nes,Kamen Rider Club (J) [!].nes,nes,262160
777,ROM/0419/Guardic Gaiden (J) [!].nes,Guardic Gaiden (J) [!].nes,nes,131088
778,ROM/0419/The Guardian Legend (E) [!].nes,The Guardian Legend (E) [!].nes,nes,131088
779,ROM/0419/The Guardian Legend (U) [!].nes,The Guardian Legend (U) [!].nes,nes,131088
780,ROM/0420/Contra (J) [!].nes,Contra (J) [!].nes,nes,262160
781,ROM/0420/Contra (U) [!].nes,Contra (U) [!].nes,nes,131088
782,ROM/0420/Gryzor (J).nes,Gryzor (J).nes,nes,262160
783,ROM/0420/Probotector (E) [!].nes,Probotector (E) [!].nes,nes,131088
784,ROM/0421/Dragon Quest III (J) (PRG0) [!].nes,Dragon Quest III (J) (PRG0) [!].nes,nes,262160
785,ROM/0421/Dragon Quest III (J) (PRG1) [!].nes,Dragon Quest III (J) (PRG1) [!].nes,nes,262160
786,ROM/0421/Dragon Warrior III (U) [!].nes,Dragon Warrior III (U) [!].nes,nes,524304
787,ROM/0422/Exciting Soccer (J).fds,Exciting Soccer (J).fds,fds,131016
788,ROM/0423/Karaoke Studio Senyou Cassette Vol.2 (J).nes,Karaoke Studio Senyou Cassette Vol.2 (J).nes,nes,262160
789,ROM/0424/Matsumoto Tooru no Kabushiki Hisshou Gaku (J) [!].nes,Matsumoto Tooru no Kabushiki Hisshou Gaku (J) [!].nes,nes,262160
790,ROM/0425/Replicart (J).fds,Replicart (J).fds,fds,131016
791,ROM/0426/Tantei Jinguuji Saburou - Yokohamakou Renzoku Satsujin Jiken (J) [!].nes,Tantei Jinguuji Saburou - Yokohamakou Renzoku Satsujin Jiken (J) [!].nes,nes,262160
792,ROM/0427/Tetsuwan Atom (J) [!].nes,Tetsuwan Atom (J) [!].nes,nes,262160
793,ROM/0428/Druid - Kyoufu no Tobira (J).fds,Druid - Kyoufu no Tobira (J).fds,fds,131016
794,ROM/0429/19 - Neunzehn (J) [!].fds,19 - Neunzehn (J) [!].fds,fds,131016
795,ROM/0430/Ballblazer (J) [!].nes,Ballblazer (J) [!].nes,nes,131088
796,ROM/0431/Arkanoid II (J) [!].nes,Arkanoid II (J) [!].nes,nes,196624
797,ROM/0432/Predator (A).nes,Predator (A).nes,nes,262160
798,ROM/0432/Predator (Bra).nes,Predator (Bra).nes,nes,262160
799,ROM/0432/Predator (E).nes,Predator (E).nes,nes,262160
800,ROM/0432/Predator (J) [!].nes,Predator (J) [!].nes,nes,262160
801,ROM/0432/Predator (U) [!].nes,Predator (U) [!].nes,nes,262160
802,ROM/0433/TwinBee (J) [!].nes,TwinBee (J) [!].nes,nes,49168
803,ROM/0433/TwinBee (J).fds,TwinBee (J).fds,fds,65516
804,ROM/0434/Nazoler Land Dai 3 Gou (J).fds,Nazoler Land Dai 3 Gou (J).fds,fds,131016
805,ROM/0435/Tsuri Kichi Sanpei - Blue Marlin Hen (J) [!].nes,Tsuri Kichi Sanpei - Blue Marlin Hen (J) [!].nes,nes,131088
806,ROM/0436/Napoleon Senki (J) [!].nes,Napoleon Senki (J) [!].nes,nes,163856
807,ROM/0437/Tanigawa Kouji no Shougi Shinan II - Meijin e no Michi (J).fds,Tanigawa Kouji no Shougi Shinan II - Meijin e no Michi (J).fds,fds,131016
808,ROM/0438/Nobunaga no Yabou - Zenkokuban (J) (PRG0) [!].nes,Nobunaga no Yabou - Zenkokuban (J) (PRG0) [!].nes,nes,262160
809,ROM/0438/Nobunaga no Yabou - Zenkokuban (J) (PRG1).nes,Nobunaga no Yabou - Zenkokuban (J) (PRG1).nes,nes,262160
810,ROM/0438/Nobunaga's Ambition (U) [!].nes,Nobunaga's Ambition (U) [!].nes,nes,262160
811,ROM/0439/Fighting Golf (J) [!].nes,Fighting Golf (J) [!].nes,nes,262160
812,ROM/0439/Lee Trevino's Fighting Golf (E).nes,Lee Trevino's Fighting Golf (E).nes,nes,262160
813,ROM/0439/Lee Trevino's Fighting Golf (U) [!].nes,Lee Trevino's Fighting Golf (U) [!].nes,nes,262160
814,ROM/0440/Omoikkiri Tanteidan - Haado Gumi (J).fds,Omoikkiri Tanteidan - Haado Gumi (J).fds,fds,131016
815,ROM/0441/Wardner no Mori (J).fds,Wardner no Mori (J).fds,fds,131016
816,ROM/0442/Golgo 13 (U) [!].nes,Golgo 13 (U) [!].nes,nes,262160
817,ROM/0442/Golgo 13 - Dai 1 Shou (J) [!].nes,Golgo 13 - Dai 1 Shou (J) [!].nes,nes,262160
818,ROM/0443/Olympus no Tatakai (J).nes,Olympus no Tatakai (J).nes,nes,131088
819,ROM/0443/The Battle of Olympus (E) [!].nes,The Battle of Olympus (E) [!].nes,nes,131088
820,ROM/0443/The Battle of Olympus (U) [!].nes,The Battle of Olympus (U) [!].nes,nes,131088
821,ROM/0444/Takeda Shingen (J) [!].nes,Takeda Shingen (J) [!].nes,nes,131088
822,ROM/0445/Fleet Commander (J) [!].nes,Fleet Commander (J) [!].nes,nes,65552
823,ROM/0446/Demon Sword (U) [!].nes,Demon Sword (U) [!].nes,nes,262160
824,ROM/0446/Fudou Myouou Den (J) [!].nes,Fudou Myouou Den (J) [!].nes,nes,393232
825,ROM/0447/Be-Bop-Highschool (J) [!].nes,Be-Bop-Highschool (J) [!].nes,nes,262160
826,ROM/0448/Aspic - Majaou no Noroi (J).fds,Aspic - Majaou no Noroi (J).fds,fds,131016
827,ROM/0449/Dokuganryuu Masamune (J) [!].nes,Dokuganryuu Masamune (J) [!].nes,nes,262160
828,ROM/0450/Dr. Jekyll and Mr. Hyde (U) [!].nes,Dr. Jekyll and Mr. Hyde (U) [!].nes,nes,163856
829,ROM/0450/Houma ga Toki (J) [!].nes,Houma ga Toki (J) [!].nes,nes,131088
830,ROM/0451/Double Dragon (E) [!].nes,Double Dragon (E) [!].nes,nes,262160
831,ROM/0451/Double Dragon (J) [!].nes,Double Dragon (J) [!].nes,nes,262160
832,ROM/0451/Double Dragon (U) (Evercade).nes,Double Dragon (U) (Evercade).nes,nes,262160
833,ROM/0451/Double Dragon (U) [!].nes,Double Dragon (U) [!].nes,nes,262160
834,ROM/0452/The Goonies (J) [!].nes,The Goonies (J) [!].nes,nes,49168
835,ROM/0452/The Goonies (J).fds,The Goonies (J).fds,fds,65516
836,ROM/0453/Donkey Kong (J) [!].nes,Donkey Kong (J) [!].nes,nes,24592
